Rank,Team,Age,"W
▼",L,ORtg,DRtg,Pace,FTr,3PAr,TS%,TOV%,ORB%,FT/FGA,,Year,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,
2,Detroit Pistons*,28.3,59,23,111.4,102.9,8.5,87.3,0.3,0.203,0.495,11.4,29.4,0.23,2007,0.47,13.4,73.7,0.244,,The Palace of Auburn Hills,"905,116","22,076"
3,Los Angeles Lakers*,26.7,57,25,113,105.5,7.5,95.6,0.333,0.257,0.525,12.9,26.3,0.256,2007,0.485,12.9,73.4,0.214,,STAPLES Center,"778,877","18,997"
4,New Orleans Hornets*,27.1,56,26,111.5,105.7,5.8,89.9,0.251,0.239,0.512,11.4,27,0.193,2007,0.501,13.5,75.4,0.184,,New Orleans Arena,"581,432","14,181"
5,San Antonio Spurs*,31.4,56,26,107.2,101.8,5.4,88.8,0.276,0.251,0.504,12.6,23.4,0.21,2007,0.477,12.8,77.1,0.201,,AT&T Center,"761,149","18,565"
6,Houston Rockets*,28.3,55,27,106.8,101.6,5.2,90.4,0.276,0.255,0.492,13,29.1,0.2,2007,0.465,12.8,74.8,0.214,,Toyota Center,"718,524","17,525"
7,Phoenix Suns*,29.3,55,27,113.3,108.1,5.2,96.7,0.292,0.26,0.551,13.4,22.4,0.228,2007,0.488,11.8,70.9,0.191,,US Airways Center,"755,302","18,422"
8,Utah Jazz*,25.3,54,28,113.8,106.5,7.3,93.2,0.349,0.166,0.528,13.6,29.5,0.265,2007,0.501,15,74.1,0.294,,EnergySolutions Arena,"816,211","19,908"
9,Orlando Magic*,26.7,52,30,111.3,105.5,5.8,93.4,0.355,0.322,0.537,13.6,23.4,0.256,2007,0.484,12.3,74.8,0.217,,Amway Arena,"709,346","17,301"
10,Dallas Mavericks*,28.9,51,31,111.1,106.1,5,90.2,0.318,0.215,0.502,12.3,26.7,0.259,2007,0.474,11.7,75,0.252,,American Airlines Center,"831,738","20,286"
11,Denver Nuggets*,28.5,50,32,110,106.3,3.7,99.7,0.358,0.228,0.51,12.9,25.5,0.269,2007,0.499,14.1,72.1,0.203,,Pepsi Center,"711,962","17,365"
12,Golden State Warriors,25.5,48,34,111.8,109.5,2.3,98.8,0.276,0.295,0.511,11.5,27.2,0.208,2007,0.509,14.7,70.3,0.258,,Oracle Arena,"804,864","19,631"
13,Cleveland Cavaliers*,27.1,45,37,106,106.4,-0.4,90.2,0.308,0.231,0.48,13.1,30.4,0.221,2007,0.494,12.9,75.9,0.24,,Quicken Loans Arena,"839,074","20,465"
14,Washington Wizards*,27.2,43,39,109.2,109.6,-0.4,89.5,0.297,0.241,0.489,12.5,28.9,0.233,2007,0.513,13.5,72.8,0.217,,Verizon Center,"736,461","17,962"
15,Toronto Raptors*,26.3,41,41,110.2,107,3.2,90.2,0.247,0.217,0.511,11.4,23.4,0.2,2007,0.505,13.5,75,0.205,,Air Canada Centre,"796,835","19,435"
16,Portland Trail Blazers,24.1,41,41,107.3,108.4,-1.1,87.9,0.281,0.218,0.489,12.6,26.8,0.216,2007,0.491,12.1,71.8,0.212,,Rose Garden Arena,"801,566","19,550"
17,Philadelphia 76ers*,25.3,40,42,106.4,106,0.4,90.4,0.321,0.143,0.482,13.4,31.8,0.227,2007,0.504,15.1,72,0.205,,Wachovia Center,"609,675","14,870"
18,Sacramento Kings,27.3,38,44,107.5,109.9,-2.4,94.7,0.346,0.208,0.503,14.8,25.2,0.276,2007,0.51,13.9,71.7,0.256,,ARCO Arena (II),"580,181","14,151"
19,Atlanta Hawks*,24.2,37,45,106.9,108.9,-2,91.1,0.34,0.165,0.483,14,29.7,0.263,2007,0.501,12.9,71.7,0.217,,Philips Arena,"667,518","16,281"
20,Indiana Pacers,26.7,36,46,106,107.5,-1.5,97.7,0.292,0.289,0.498,13.5,24.4,0.224,2007,0.498,14.1,73.9,0.271,,Conseco Fieldhouse,"501,092","12,222"
21,New Jersey Nets,27.4,34,48,104,109.4,-5.4,91.5,0.347,0.222,0.481,14.2,26.6,0.255,2007,0.497,12.7,73.8,0.271,,Izod Center,"641,921","15,657"
22,Chicago Bulls,25.7,33,49,103.9,107.2,-3.3,93,0.296,0.19,0.47,13.4,28.9,0.223,2007,0.496,14.2,73.1,0.258,,United Center,"901,502","21,988"
23,Charlotte Bobcats,26.3,32,50,104.6,109.4,-4.8,91.8,0.323,0.22,0.492,13.9,25.6,0.23,2007,0.505,13.4,71,0.235,,Charlotte Bobcats Arena,"603,403","14,717"
24,Milwaukee Bucks,25.8,26,56,105.3,112.8,-7.5,91.3,0.294,0.195,0.482,13.7,30,0.215,2007,0.524,13,73,0.25,,Bradley Center,"639,421","15,596"
25,New York Knicks,25.7,23,59,104.7,111.9,-7.2,91.6,0.31,0.215,0.475,13.4,28.6,0.226,2007,0.518,12.1,72.7,0.229,,Madison Square Garden (IV),"783,739","19,116"
26,Los Angeles Clippers,28.5,23,59,101.2,109.1,-7.9,92.1,0.338,0.167,0.465,13.7,23.1,0.264,2007,0.503,12.8,73.1,0.236,,STAPLES Center,"692,408","16,888"
27,Memphis Grizzlies,24.5,22,60,105,111.4,-6.4,95.3,0.311,0.264,0.5,14,23.8,0.225,2007,0.521,12.2,73.4,0.196,,FedEx Forum,"523,578","12,770"
28,Minnesota Timberwolves,24.6,22,60,103.8,111.2,-7.4,91.9,0.248,0.185,0.484,13.6,27.5,0.183,2007,0.513,12.9,73.6,0.269,,Target Center,"593,537","14,477"
29,Seattle SuperSonics,25.4,20,62,100.5,109.5,-9,96.3,0.265,0.134,0.467,14.3,26.8,0.204,2007,0.503,11.9,73.7,0.215,,KeyArena at Seattle Center,"547,556","13,355"
30,Miami Heat,27.4,15,67,100.5,110,-9.5,90.2,0.3,0.217,0.482,14.4,22.1,0.218,2007,0.51,13.6,71.9,0.245,,AmericanAirlines Arena,"798,004","19,464"
1,Dallas Mavericks*,28.1,67,15,111.3,103.2,8.1,89.5,0.317,0.218,0.509,13.4,28.7,0.256,2006,0.477,14.2,75,0.265,,American Airlines Center,"834,411","20,351"
2,Phoenix Suns*,27.6,61,21,113.9,106.4,7.5,95.6,0.267,0.287,0.551,13.4,22.7,0.215,2006,0.492,13.6,71.9,0.206,,US Airways Center,"755,302","18,422"
3,San Antonio Spurs*,30.4,58,24,109.2,99.9,9.3,89.8,0.313,0.247,0.521,13.6,24.2,0.235,2006,0.471,14,75.7,0.201,,AT&T Center,"764,823","18,654"
4,Detroit Pistons*,29,53,29,108.9,104.2,4.7,87.3,0.307,0.201,0.488,12,28.3,0.237,2006,0.477,14.3,70.9,0.234,,The Palace of Auburn Hills,"905,116","22,076"
5,Houston Rockets*,28.2,52,30,106,100.7,5.3,90.7,0.292,0.29,0.499,13.6,25.7,0.22,2006,0.466,13.6,77,0.23,,Toyota Center,"678,362","16,545"
6,Utah Jazz*,25.9,51,31,110.1,107,3.1,91.6,0.38,0.163,0.502,14.5,31.7,0.283,2006,0.496,14.4,75.1,0.314,,EnergySolutions Arena,"802,214","19,566"
7,Cleveland Cavaliers*,26.9,50,32,105.5,101.3,4.2,90.8,0.32,0.211,0.484,13.4,29.7,0.223,2006,0.48,14.7,75.8,0.243,,Quicken Loans Arena,"837,883","20,436"
8,Chicago Bulls*,26,49,33,104.9,99.6,5.3,93.6,0.313,0.186,0.493,14.7,28.6,0.229,2006,0.473,16.2,74.3,0.252,,United Center,"912,364","22,253"
9,Toronto Raptors*,26,47,35,107,106,1,92.6,0.303,0.224,0.504,13,22.2,0.239,2006,0.503,14.3,74.5,0.219,,Air Canada Centre,"748,603","18,259"
10,Denver Nuggets*,26.5,45,37,107.6,105.9,1.7,97.4,0.36,0.212,0.501,14.6,28.9,0.268,2006,0.499,14.5,71.8,0.203,,Pepsi Center,"706,437","17,230"
11,Miami Heat*,29.3,44,38,104.3,105.3,-1,89.9,0.321,0.245,0.506,14.3,24.9,0.222,2006,0.485,13.8,73.3,0.232,,AmericanAirlines Arena,"808,541","19,721"
12,Los Angeles Lakers*,25.3,42,40,108.6,108.6,0,93.5,0.333,0.259,0.511,14.3,26.1,0.249,2006,0.5,13.5,72.3,0.262,,STAPLES Center,"778,415","18,986"
13,Golden State Warriors*,24.6,42,40,107,107.4,-0.4,99.2,0.3,0.279,0.512,14.1,25.6,0.215,2006,0.506,16.1,69.6,0.264,,Oracle Arena,"742,267","18,104"
14,Washington Wizards*,26.8,41,41,110.1,110.6,-0.5,94.1,0.356,0.237,0.491,12.6,28.1,0.272,2006,0.517,14.4,71,0.249,,Verizon Center,"753,283","18,373"
15,New Jersey Nets*,28.2,41,41,105.7,106.6,-0.9,91.4,0.338,0.263,0.504,14.2,24.6,0.245,2006,0.49,13.7,74.4,0.266,,Continental Airlines Arena,"693,955","16,926"
16,Orlando Magic*,25.6,40,42,104.9,104.1,0.8,89.9,0.393,0.158,0.5,16.3,29.3,0.276,2006,0.48,14.6,73.7,0.286,,Amway Arena,"700,887","17,095"
17,Los Angeles Clippers,27.5,40,42,105.1,105.6,-0.5,90.8,0.355,0.143,0.481,14.5,27.2,0.28,2006,0.488,13.3,74.7,0.249,,STAPLES Center,"755,261","18,421"
18,New Orleans/Oklahoma City Hornets,26.4,39,43,104.8,106.5,-1.7,90.2,0.291,0.188,0.479,13.6,29.1,0.215,2006,0.499,13.2,74.7,0.212,,Ford Center,"731,165","17,954"
19,Indiana Pacers,27.2,35,47,102.9,105.5,-2.6,92.4,0.324,0.212,0.474,15.1,28.4,0.246,2006,0.491,14.8,72.7,0.271,,Conseco Fieldhouse,"629,750","15,360"
20,Philadelphia 76ers,26.2,35,47,103.6,106.9,-3.3,90.7,0.333,0.128,0.48,14.6,27.2,0.255,2006,0.501,14.7,70.8,0.221,,Wachovia Center,"608,603","14,844"
21,Sacramento Kings,27.3,33,49,106.2,108,-1.8,94.8,0.379,0.232,0.491,13.5,23.1,0.289,2006,0.513,14.9,72.5,0.24,,ARCO Arena (II),"709,997","17,317"
22,New York Knicks,25.4,33,49,105.7,108.8,-3.1,90.8,0.377,0.216,0.494,15.9,31,0.27,2006,0.504,13,74,0.246,,Madison Square Garden (IV),"770,617","18,796"
23,Charlotte Bobcats,25.5,33,49,103.6,107.6,-4,92,0.322,0.193,0.48,13.9,26.4,0.236,2006,0.5,14.7,71.6,0.279,,Charlotte Bobcats Arena,"637,520","15,549"
24,Minnesota Timberwolves,27.7,32,50,103.9,107.9,-4,91,0.291,0.167,0.49,14.8,25.1,0.231,2006,0.498,13.3,72.1,0.226,,Target Center,"655,947","15,999"
25,Portland Trail Blazers,24.4,32,50,105.1,109.9,-4.8,88.3,0.314,0.193,0.483,14.5,28.2,0.241,2006,0.508,13.5,73,0.267,,Rose Garden Arena,"670,778","16,360"
26,Seattle SuperSonics,25.9,31,51,107.2,110.3,-3.1,91.8,0.288,0.219,0.499,14.5,27.8,0.228,2006,0.515,14.1,70.9,0.243,,KeyArena at Seattle Center,"654,163","15,955"
27,Atlanta Hawks,24.1,30,52,103,108.3,-5.3,90,0.346,0.163,0.471,15.1,29.2,0.263,2006,0.503,14.5,70.9,0.268,,Philips Arena,"639,375","15,595"
28,Milwaukee Bucks,26,28,54,107,111.7,-4.7,92.3,0.286,0.219,0.504,14.1,27.6,0.209,2006,0.522,14.5,68.1,0.234,,Bradley Center,"663,629","16,186"
29,Boston Celtics,23.5,24,58,103.2,106.9,-3.7,92,0.337,0.199,0.479,15.4,27,0.259,2006,0.502,14.5,73.8,0.28,,TD Banknorth Garden,"690,576","16,843"
30,Memphis Grizzlies,26.2,22,60,106.9,112.3,-5.4,93.6,0.374,0.211,0.504,15.2,25.9,0.285,2006,0.529,14,71.1,0.237,,FedEx Forum,"600,836","14,655"
1,Detroit Pistons*,28.5,64,18,110.8,103.1,7.7,86.8,0.297,0.221,0.497,11.2,28.9,0.216,2005,0.477,13.7,71.2,0.191,,The Palace of Auburn Hills,"905,116","22,076"
2,San Antonio Spurs*,29.8,63,19,107.3,99.6,7.7,88.5,0.298,0.215,0.513,13.6,26,0.209,2005,0.457,13.5,74.2,0.22,,SBC Center,"770,677","18,797"
3,Dallas Mavericks*,27.5,60,22,111.8,105,6.8,87.8,0.364,0.175,0.495,13.1,31.8,0.285,2005,0.475,13.7,72.2,0.257,,American Airlines Center,"824,693","20,114"
4,Phoenix Suns*,27.5,54,28,111.5,105.8,5.7,95.8,0.206,0.293,0.537,12.2,22.1,0.166,2005,0.49,13.2,72.1,0.2,,America West Arena,"730,179","17,809"
5,Miami Heat*,29.2,52,30,108.7,104.5,4.2,91.6,0.363,0.227,0.517,13.9,26.7,0.254,2005,0.477,12.4,76.4,0.251,,AmericanAirlines Arena,"818,149","19,955"
6,Cleveland Cavaliers*,27.1,50,32,107.8,105.4,2.4,89.8,0.362,0.228,0.492,13.3,28.4,0.263,2005,0.49,12.8,75.7,0.226,,Gund Arena,"792,391","19,327"
7,Memphis Grizzlies*,28.1,49,33,105.9,101.6,4.3,86.3,0.339,0.258,0.496,13.9,25.8,0.241,2005,0.469,14.7,72,0.237,,FedEx Forum,"647,533","15,793"
8,New Jersey Nets*,28.6,49,33,103.9,102.4,1.5,89.8,0.346,0.229,0.478,13.3,24,0.262,2005,0.476,14,76.3,0.266,,Continental Airlines Arena,"691,543","16,867"
9,Los Angeles Clippers*,26.8,47,35,105.3,103.6,1.7,91.7,0.332,0.131,0.487,13.8,25.4,0.263,2005,0.471,12.2,75.9,0.24,,STAPLES Center,"712,409","17,376"
10,Los Angeles Lakers*,25.1,45,37,108.4,105.7,2.7,90.9,0.329,0.24,0.495,13.1,28.8,0.245,2005,0.486,13.4,73.6,0.242,,STAPLES Center,"774,189","18,883"
11,Sacramento Kings*,27.2,44,38,106.7,105,1.7,91.9,0.334,0.217,0.492,13.9,25.4,0.262,2005,0.488,13.7,72.2,0.21,,ARCO Arena (II),"709,997","17,317"
12,Denver Nuggets*,27.4,44,38,105.5,105.2,0.3,93.9,0.347,0.161,0.488,13.7,26.8,0.258,2005,0.493,14.7,72,0.227,,Pepsi Center,"702,555","17,135"
13,Washington Wizards*,26.5,42,40,109.3,107.3,2,92.3,0.375,0.209,0.484,12.8,29.5,0.284,2005,0.504,15.1,70.9,0.256,,MCI Center,"705,062","17,197"
14,Indiana Pacers*,27.3,41,41,104.5,102.4,2.1,89.7,0.344,0.245,0.487,14.8,27.1,0.254,2005,0.464,13,72.6,0.232,,Conseco Fieldhouse,"663,368","16,180"
15,Chicago Bulls*,24.1,41,41,104,103.4,0.6,92.9,0.292,0.219,0.487,13.9,26.3,0.216,2005,0.464,13.9,74.7,0.295,,United Center,"868,720","21,188"
16,Utah Jazz,25.6,41,41,104.1,107,-2.9,87.8,0.397,0.149,0.467,15,32.4,0.286,2005,0.49,14,73.2,0.303,,Delta Center,"751,621","18,332"
17,Milwaukee Bucks*,25.5,40,42,106.3,107.4,-1.1,91.2,0.322,0.203,0.492,13.8,27.3,0.238,2005,0.504,13.8,74.6,0.262,,Bradley Center,"681,337","16,618"
18,Philadelphia 76ers,26.5,38,44,106,108.1,-2.1,92.7,0.356,0.158,0.487,13.3,25.6,0.27,2005,0.5,14.3,71.3,0.24,,Wachovia Center,"677,278","16,519"
19,New Orleans/Oklahoma City Hornets,26.3,38,44,103.7,106.8,-3.1,89,0.339,0.138,0.464,12.9,26.9,0.257,2005,0.502,14.3,73.4,0.243,,Ford Center,"744,920","18,717"
20,Orlando Magic,25.5,36,46,106.3,107.5,-1.2,88.3,0.369,0.129,0.496,14.7,28.5,0.27,2005,0.49,13,72.5,0.264,,TD Waterhouse Centre,"638,005","15,561"
21,Seattle SuperSonics,25.6,35,47,111.1,114.4,-3.3,91.6,0.314,0.243,0.504,13.7,30.4,0.246,2005,0.527,13.6,69,0.26,,KeyArena at Seattle Center,"664,157","16,199"
22,Golden State Warriors,25.6,34,48,104.8,106.2,-1.4,93.3,0.323,0.27,0.479,13,26.9,0.232,2005,0.492,14.1,71.6,0.243,,Oakland Arena,"749,185","18,273"
23,Houston Rockets,28.8,34,48,101.6,103.3,-1.7,88,0.317,0.226,0.471,14.3,25.5,0.24,2005,0.472,13.1,74.6,0.247,,Toyota Center,"636,110","15,515"
24,Boston Celtics,25.3,33,49,105.2,106.9,-1.7,92.2,0.349,0.204,0.504,15.7,25.5,0.263,2005,0.49,13.8,72.8,0.282,,TD Banknorth Garden,"692,873","16,899"
25,Minnesota Timberwolves,26.7,33,49,102.4,104.5,-2.1,88.8,0.299,0.149,0.48,14.2,25.2,0.226,2005,0.475,13.4,71.3,0.236,,Target Center,"662,167","16,150"
26,Toronto Raptors,25.9,27,55,109.5,112.7,-3.2,91.1,0.315,0.244,0.5,12.4,25.4,0.249,2005,0.53,13.5,73.3,0.263,,Air Canada Centre,"699,332","17,057"
27,Charlotte Bobcats,25.2,26,56,102.5,106.7,-4.2,93.4,0.319,0.184,0.464,13,27.1,0.233,2005,0.514,16.5,70.7,0.263,,Charlotte Bobcats Arena,"671,011","16,366"
28,Atlanta Hawks,22.7,26,56,106.4,111.6,-5.2,90.4,0.34,0.178,0.486,14.7,31.4,0.255,2005,0.513,14.1,69.5,0.275,,Philips Arena,"617,817","15,069"
29,New York Knicks,25.6,23,59,104,111,-7,90.8,0.417,0.142,0.481,16.5,31.2,0.303,2005,0.511,13.4,72.8,0.294,,Madison Square Garden (IV),"776,176","18,931"
30,Portland Trail Blazers,24.6,21,61,101.1,111.9,-10.8,87.6,0.31,0.166,0.474,14.5,26.6,0.214,2005,0.507,12.6,68.2,0.231,,Rose Garden Arena,"617,019","15,049"
1,Phoenix Suns*,25.2,62,20,114.5,107.1,7.4,95.9,0.296,0.289,0.534,12.4,27.5,0.222,2004,0.478,12,68.3,0.176,,America West Arena,"726,066","17,709"
2,San Antonio Spurs*,28.5,59,23,107.5,98.8,8.7,88.9,0.329,0.216,0.492,13.2,29.1,0.238,2004,0.452,14.7,73.6,0.236,,SBC Center,"750,970","18,316"
3,Miami Heat*,28,59,23,110.2,103.1,7.1,90.8,0.387,0.198,0.524,13.1,27,0.26,2004,0.46,12.4,74.1,0.242,,AmericanAirlines Arena,"815,143","19,882"
4,Dallas Mavericks*,27.7,58,24,110.3,104.1,6.2,92.7,0.346,0.19,0.492,12.5,28.6,0.273,2004,0.472,14.3,70.2,0.239,,American Airlines Center,"822,533","20,062"
5,Detroit Pistons*,27.9,54,28,105.6,101.2,4.4,87.2,0.335,0.164,0.472,13.3,31.2,0.247,2004,0.461,13.5,73,0.207,,The Palace of Auburn Hills,"905,116","22,076"
6,Seattle SuperSonics*,26,52,30,112.2,109.6,2.6,87.9,0.328,0.281,0.495,13,32.4,0.259,2004,0.496,12.9,71.3,0.249,,KeyArena at Seattle Center,"675,490","16,475"
7,Houston Rockets*,29.7,51,31,106.2,101.7,4.5,88.8,0.309,0.237,0.486,13.5,26.3,0.242,2004,0.459,12.9,74.5,0.245,,Toyota Center,"663,444","16,182"
8,Sacramento Kings*,27.7,50,32,110.5,108.2,2.3,93,0.287,0.2,0.496,12,28.8,0.226,2004,0.493,13.3,69,0.214,,ARCO Arena (II),"709,997","17,317"
9,Denver Nuggets*,26.7,49,33,106,103.9,2.1,93.5,0.35,0.142,0.483,13.8,28.4,0.267,2004,0.482,15.1,71.7,0.247,,Pepsi Center,"723,949","17,657"
10,Chicago Bulls*,25,47,35,101.4,100.3,1.1,92.4,0.311,0.217,0.471,15.5,28.4,0.233,2004,0.454,14.4,72.6,0.262,,United Center,"828,384","20,204"
11,Memphis Grizzlies*,26.3,45,37,105.5,102.9,2.6,88.5,0.323,0.237,0.489,14.3,27.1,0.243,2004,0.466,15.4,69.9,0.27,,FedEx Forum,"691,362","16,862"
12,Boston Celtics*,27.1,45,37,107.5,106.6,0.9,93.3,0.357,0.192,0.501,14.7,27.2,0.273,2004,0.481,14.2,70.1,0.274,,FleetCenter,"656,081","16,002"
13,Washington Wizards*,25.3,45,37,107.2,107.5,-0.3,93.3,0.364,0.22,0.474,12.9,31.1,0.264,2004,0.498,14.6,70,0.23,,MCI Center,"705,069","17,197"
14,Minnesota Timberwolves,29,44,38,108.2,106.6,1.6,89.1,0.275,0.173,0.489,12.7,28.6,0.219,2004,0.472,11.2,71.4,0.208,,Target Center,"704,438","17,181"
15,Indiana Pacers*,28.3,44,38,105.5,104.6,0.9,87.2,0.358,0.255,0.476,14.1,26.4,0.283,2004,0.472,13.6,71.3,0.261,,Conseco Fieldhouse,"696,764","16,994"
16,Philadelphia 76ers*,26.4,43,39,103.5,104.3,-0.8,94.9,0.326,0.216,0.475,14.2,25.4,0.257,2004,0.485,15.4,72.7,0.267,,Wachovia Center,"732,686","17,870"
17,Cleveland Cavaliers,26.5,42,40,106.6,105.7,0.9,89.7,0.325,0.135,0.47,13,32.5,0.244,2004,0.485,14.1,71.5,0.248,,Gund Arena,"784,249","19,128"
18,New Jersey Nets*,27.8,42,40,101.4,103.1,-1.7,89.1,0.318,0.187,0.463,13.7,25.5,0.242,2004,0.479,15.2,73.2,0.278,,Continental Airlines Arena,"618,681","15,090"
19,Los Angeles Clippers,25.5,37,45,105.5,106.4,-0.9,89.1,0.357,0.105,0.477,14.9,30.3,0.278,2004,0.48,13,71.3,0.235,,STAPLES Center,"696,181","16,980"
20,Orlando Magic,26.5,36,46,104.9,107.3,-2.4,94.7,0.35,0.137,0.478,14.6,29.9,0.265,2004,0.484,13.2,71.3,0.255,,TD Waterhouse Centre,"597,942","14,584"
21,Golden State Warriors,26.7,34,48,104.7,106.9,-2.2,93.3,0.278,0.252,0.475,12.3,27.8,0.201,2004,0.491,13.9,69.7,0.227,,Oakland Arena,"670,368","16,350"
22,Los Angeles Lakers,26,34,48,108.1,111.4,-3.3,90.8,0.322,0.273,0.485,13.4,29.5,0.251,2004,0.493,11,71.1,0.218,,STAPLES Center,"770,494","18,793"
23,Toronto Raptors,27,33,49,106.9,108.7,-1.8,92.7,0.316,0.253,0.492,12.5,23.7,0.244,2004,0.499,13.4,71.1,0.24,,Air Canada Centre,"703,388","17,156"
24,New York Knicks,27.3,33,49,106.2,108.9,-2.7,90.7,0.312,0.188,0.485,13.8,28.3,0.239,2004,0.501,13.8,71.2,0.265,,Madison Square Garden (IV),"800,144","19,516"
25,Milwaukee Bucks,26.9,30,52,106.6,109.8,-3.2,90.8,0.339,0.141,0.475,13,29,0.261,2004,0.499,12.4,72,0.233,,Bradley Center,"637,009","15,537"
26,Portland Trail Blazers,27,27,55,103.2,107.7,-4.5,89.8,0.303,0.181,0.484,15.2,29.6,0.219,2004,0.479,12.6,67.7,0.204,,Rose Garden Arena,"680,374","16,594"
27,Utah Jazz,25.7,26,56,104.7,109.5,-4.8,88.4,0.361,0.121,0.469,15,31.9,0.273,2004,0.499,14.2,72.3,0.34,,Delta Center,"769,014","18,756"
28,Charlotte Bobcats,24.9,18,64,101.1,107.5,-6.4,92.3,0.306,0.128,0.455,13.3,29.5,0.217,2004,0.497,14.7,70.9,0.269,,Charlotte Coliseum,"591,701","14,432"
29,New Orleans Hornets,27.5,18,64,99.7,107.7,-8,87.6,0.279,0.201,0.446,14.2,29.1,0.214,2004,0.491,13.9,70.7,0.261,,New Orleans Arena,"583,070","14,221"
30,Atlanta Hawks,26,13,69,100.6,111.1,-10.5,91.4,0.299,0.146,0.464,14.9,30.7,0.212,2004,0.513,14,72.1,0.289,,Philips Arena,"586,390","14,302"
1,Indiana Pacers*,27.1,61,21,103.8,97.2,6.6,87.5,0.319,0.203,0.471,14.1,28.5,0.243,2003,0.459,15.7,73.9,0.218,,Conseco Fieldhouse,"678,326","16,545"
2,Minnesota Timberwolves*,29.7,58,24,105.9,99.7,6.2,89,0.265,0.137,0.486,12.4,26.7,0.207,2003,0.444,12.9,72.5,0.215,,Target Center,"723,071","17,636"
3,San Antonio Spurs*,27.3,57,25,102.2,94.1,8.1,89.2,0.322,0.177,0.473,14.1,29.5,0.219,2003,0.433,14.8,74.6,0.215,,SBC Center,"739,706","18,042"
4,Los Angeles Lakers*,29.8,56,26,105.5,101.3,4.2,92.3,0.352,0.167,0.481,12.8,28.1,0.244,2003,0.471,14.3,73.3,0.222,,STAPLES Center,"777,757","18,970"
5,Sacramento Kings*,29.3,55,27,110.3,104.9,5.4,92.8,0.305,0.223,0.507,13,26,0.242,2003,0.483,13.7,69.8,0.193,,ARCO Arena (II),"709,997","17,317"
6,Detroit Pistons*,27.4,54,28,102,95.4,6.6,87.9,0.328,0.153,0.461,14.7,30.1,0.247,2003,0.441,15.5,71.8,0.202,,The Palace of Auburn Hills,"872,902","21,290"
7,Dallas Mavericks*,27.4,52,30,112.1,107.4,4.7,93.2,0.256,0.201,0.495,11.1,31.4,0.204,2003,0.498,13.9,71.6,0.214,,American Airlines Center,"825,594","20,136"
8,Memphis Grizzlies*,26,50,32,104.8,102.2,2.6,91.4,0.322,0.197,0.479,13.9,29.5,0.234,2003,0.465,15.7,68.4,0.251,,Pyramid Arena,"622,723","15,188"
9,New Jersey Nets*,27.7,47,35,100.8,98,2.8,89.4,0.291,0.176,0.471,14.4,25.9,0.219,2003,0.46,15.7,73.9,0.221,,Continental Airlines Arena,"613,051","14,952"
10,Houston Rockets*,28.3,45,37,100.9,99,1.9,87.8,0.286,0.227,0.484,16.4,26.5,0.221,2003,0.447,13.1,74.5,0.233,,Toyota Center,"640,794","15,629"
11,Denver Nuggets*,25.6,43,39,103.9,102.7,1.2,93.3,0.319,0.146,0.467,14.2,30.5,0.245,2003,0.481,15.6,69.3,0.221,,Pepsi Center,"721,476","17,597"
12,Miami Heat*,26.4,42,40,102.2,101.7,0.5,88,0.298,0.211,0.463,13.5,27.4,0.227,2003,0.463,14.5,73.4,0.26,,AmericanAirlines Arena,"624,809","15,239"
13,Utah Jazz,24.9,42,40,101.9,103.3,-1.4,86.6,0.356,0.127,0.456,16.1,34.1,0.266,2003,0.468,15.4,72.4,0.319,,Delta Center,"785,330","19,154"
14,Milwaukee Bucks*,26.5,41,41,106.5,105.4,1.1,91.6,0.33,0.172,0.477,12.7,27.6,0.255,2003,0.485,13.3,71.8,0.213,,Bradley Center,"690,180","16,834"
15,New Orleans Hornets*,30.3,41,41,102.3,102.4,-0.1,89.1,0.293,0.252,0.46,14.1,30.6,0.22,2003,0.476,15,71.3,0.218,,New Orleans Arena,"587,613","14,332"
16,Portland Trail Blazers,27.6,41,41,103.7,105.1,-1.4,86.2,0.267,0.17,0.478,14.4,31.2,0.195,2003,0.482,13.3,70,0.186,,Rose Garden Arena,"684,038","16,684"
17,New York Knicks*,29.6,39,43,101.7,103.3,-1.6,89.5,0.266,0.171,0.474,15.1,28,0.211,2003,0.461,13.2,72.8,0.259,,Madison Square Garden (IV),"785,739","19,164"
18,Seattle SuperSonics,26,37,45,107.3,108,-0.7,89.9,0.27,0.294,0.501,13.9,27.2,0.207,2003,0.487,13.9,68.5,0.237,,KeyArena at Seattle Center,"625,474","15,154"
19,Golden State Warriors,28.1,37,45,103,103.8,-0.8,89.8,0.311,0.197,0.475,14.1,28.4,0.226,2003,0.476,13.3,72.1,0.211,,The Arena in Oakland,"665,648","16,235"
20,Boston Celtics*,26.4,36,46,102.1,103.7,-1.6,93.2,0.327,0.249,0.486,15.4,25.2,0.245,2003,0.479,15.7,69.5,0.24,,FleetCenter,"664,248","16,201"
21,Cleveland Cavaliers,24.9,35,47,101.4,104.2,-2.8,90.8,0.301,0.116,0.451,13.7,31.1,0.226,2003,0.469,12.3,73,0.221,,Gund Arena,"749,790","18,288"
22,Philadelphia 76ers,27.5,33,49,99.1,101.9,-2.8,88,0.321,0.158,0.456,15.5,28.2,0.242,2003,0.467,14.7,70.7,0.231,,Wachovia Center,"788,128","19,223"
23,Toronto Raptors,27.6,33,49,97,100.4,-3.4,86.8,0.26,0.204,0.454,14.1,23.8,0.195,2003,0.449,14.1,70.1,0.241,,Air Canada Centre,"750,608","18,308"
